/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_57_728.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_57_728.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_57_728.jpg,0,0,0,5.697132E-06
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_57_802.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_57_802.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_57_802.jpg,0,0,0,3.599917E-06
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_57_869.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_57_869.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_57_869.jpg,0,0,0,6.578983E-07
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_57_949.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_57_949.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_57_949.jpg,0,0.09141004,0,0.03182797
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_58_018.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_58_018.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_58_018.jpg,0,0.345171,0,0.2993062
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_58_103.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_58_103.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_58_103.jpg,0,0.598641,0,0.7021704
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_58_170.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_58_170.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_58_170.jpg,-0.05,0.8007571,0,1.209944
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_58_253.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_58_253.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_58_253.jpg,-0.3,1,0,2.293111
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_58_321.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_58_321.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_58_321.jpg,-0.45,1,0,2.980842
/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/center_2017_07_25_21_18_58_399.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/left_2017_07_25_21_18_58_399.jpg,/Users/steveho/CarND-Behavioral-Cloning-P3/IMG/right_2017_07_25_21_18_58_399.jpg,-0.6500001,1,0,3.890245
